NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ACLY	8655	0.8826031684875488	-0.40391693	No	
row_1	IDH3A	9357	0.7399476170539856	-0.3846404	No	
row_2	CS	13632	0.03251206502318382	-0.6154723	No	
row_3	DLAT	13704	0.02469557709991932	-0.6174282	No	
row_4	SUCLG2	14064	-0.013234616257250309	-0.6360002	No	
row_5	ACO1	14763	-0.11015979945659637	-0.66554314	No	
row_6	IDH1	16062	-0.40820467472076416	-0.70466495	Yes	
row_7	PCK1	16252	-0.47508445382118225	-0.67803353	Yes	
row_8	MDH1	16699	-0.6425668001174927	-0.652408	Yes	
row_9	DLD	16959	-0.7767595648765564	-0.60613513	Yes	
row_10	PDHA1	17043	-0.822409451007843	-0.5467021	Yes	
row_11	PC	17616	-1.2612051963806152	-0.47984007	Yes	
row_12	DLST	17713	-1.3629257678985596	-0.3790769	Yes	
row_13	OGDH	17723	-1.376084327697754	-0.2725401	Yes	
row_14	FH	17809	-1.4861187934875488	-0.1615947	Yes	
row_15	SDHA	18200	-2.442700147628784	0.007098057	Yes	
